Name,Bounding Box,Area,Confidence,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,Related Publication,Subject,depicted,Description,See more items in.ORG,Description.PER,Description.MISC,Credit Line.PER,place made.LOC,Related Publication.LOC,Description.ORG,Description.LOC,Credit Line.MISC,Related Publication.PER,combined_medium_text,medium_cat,medium
neckline,"[200, 424, 440, 495]",17040,0.9652489423751832,archive/cropped_images/image_492_neckline_0.jpg,492,Clarissa,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2494'],['60.2494'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324823'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9f62-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24922-000001.jpg,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Flowers']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This three-quarter length hand colored portrait is of a young woman on a balcony reading a book and holding a handkerchief. She is standing in front of a railing and flowers. In the background a river flows along side of a willow tree.', 'This print was produced by James S Baillie, who was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']","['& Access', 'Peters Print']","['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Currier & Ives', 'Currier & Ives']",['New York'],['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[426, 337, 732, 631]",89964,0.9359821677207948,archive/cropped_images/image_495_sleeve_0.jpg,495,The Belle of Ohio,National Museum of American History,['Colored print; three-quarter length of a young woman dressed in a simple gown and coat.'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2454'],['60.2454'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 15 in x 11 in; 38.1 cm x 27.94 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324768'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-234f-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24554.jpg,"['Peters, Harry T.. America on Stone']",['Adornment'],,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[475, 398, 559, 587]",15876,0.9492874145507812,archive/cropped_images/image_498_sleeve_0.jpg,498,The Mother's Grave,National Museum of American History,"['Colored memorial print of two children and a dog beside a gravestone which is inscribed ""Sacred to the memory of an affectionate mother"" and followed by a verse. A weeping willow tree is behind the gravestone and a spire of a church is in the distant background.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2979'],['60.2979'],['228146'],['lithograph'],['Lithograph'],,['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_326104'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-12d3-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24834.jpg,,"['Chronology: 1840-1849', 'Children', 'Flowers']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",,,,['America on Stone'],,['Lithograph'] ['lithograph'] ,1,lithograph
sleeve,"[158, 288, 254, 358]",6720,0.903126299381256,archive/cropped_images/image_499_sleeve_0.jpg,499,One of the Fancies,National Museum of American History,"['Colored print; full length caricature of a gambler leaning on a stone post and smoking a cigar. He wears a high silk hat, long fitted coat, broad flashy tie, patterned vest, tight-fitting plaid pants, watch fob. Park setting and iron fence in background.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2293'],['60.2293'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324631'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2c16-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24780-000001.jpg,"['Peters, Harry T.. America on Stone', 'Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Economy', 'Comic prints', 'Parks, public']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']","['America', 'America']",,,['America on Stone'],"['Peters', 'Harry T', 'Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
neckline,"[79, 42, 725, 98]",36176,0.9019471406936646,archive/cropped_images/image_505_neckline_0.jpg,505,Torchlight Procession Around The World,National Museum of American History,"['Colored print celebrating the laying of the Transatlantic cable on September 1, 1858. Depicts torchlight procession spanning the continents in the central image, with portrait vingettes of Cyrus Field, Benjamin Franklin, Samuel Morse, and Captain Hudson in each of the four corners.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2490'],['60.2490'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 18 in x 14 in; 45.72 cm x 35.56 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324804'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746b3-7767-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-ET2012-14080-000001.jpg,"['Peters, Harry T.. America on Stone', 'Taylor, Joshua C.. America As Art']",['Civic Associations'],"['Fire Fighting', 'Indians']",,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T', 'Taylor', 'Joshua C']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[411, 174, 458, 255]",3807,0.9096918702125548,archive/cropped_images/image_506_sleeve_0.jpg,506,Sunday Sports,National Museum of American History,"[""Colored print of a forest scene. In center foreground a hunter struggles with a fox that is suspended from a stick carried over the hunter's shoulder. Two other hunters appear at left; one has fallen while struggling with a dog that has broken loose from its leash, the other holds a bleeding knee. Other hunters stand in groups, conversing, at right. River in right background.""]","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2472'],['60.2472'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 17 3/4 in x 24 1/2 in; 45.085 cm x 62.23 cm', 'overall: 24 in x 30 in; 60.96 cm x 76.2 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324790'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a53a-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19682.jpg,"['Peters, Harry T.. America on Stone']","['Wild Animals', 'Pets', 'Chronology: 1870-1879', 'Hunting']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Chromolithograph'] ['chromolithograph'] ['paper (overall material)', 'ink (overall material)']",5,paper
sleeve,"[477, 485, 685, 728]",50544,0.9883098602294922,archive/cropped_images/image_508_sleeve_0.jpg,508,Miss F.A. Kemble,National Museum of American History,"['Black and white print; half portrait of Miss Frances Anne Kemble, otherwise known as Fanny. She wears a dress with large puffy sleeves and her hair is upswept.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2530'],['60.2530'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 10 1/2 in x 8 3/4 in; 26.67 cm x 22.225 cm'],"['United States: Pennsylvania, Philadelphia']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324839'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a422-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20066.jpg,"['Peters, Harry T.. America on Stone']",['Chronology: 1830-1839'],"['Kemble, Frances Anne']",,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'Pennsylvania', 'Philadelphia']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[482, 316, 593, 497]",20091,0.938007354736328,archive/cropped_images/image_510_sleeve_0.jpg,510,The Return,National Museum of American History,"['Black and white comic print of a heavy set man, his plaid trousers covered in mud, his vest climbing up over his stomach, and his hat brim pulled down. He is walking along, dragging his rifle behind him. A farmer in the background calls to him. This is one of over 100 in a series of comic parodies of popular songs.']","['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2844'],['60.2844'],['228146'],['lithograph'],['Lithograph'],"['ink (overall material)', 'paper (overall material)']",['image: 9 in x 7 in; 22.86 cm x 17.78 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325130'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a3-c5af-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20111-000001.jpg,"['Peters, Harry T.. America on Stone']","['Comic prints', 'Chronology: 1870-1879', 'Hunting']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['ink (overall material)', 'paper (overall material)']",0,lithograph
sleeve,"[509, 398, 685, 766]",64768,0.9914615154266356,archive/cropped_images/image_514_sleeve_0.jpg,514,"John Camel Heenan, (Benicia Boy.) by E.B. and E.C. Kellogg, circa 1859",National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3125'],['60.3125'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 12 1/2 in x 9 in; 31.75 cm x 22.86 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325385'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-1f82-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24711.jpg,,"['Patriotism and Patriotic Symbols', 'Boxing']",['Eagles'],"['This color lithograph is a half-length portrait of John Camel Heenan, dressed formally in a three-piece suit and tie. An eagle with a banner in its mouth is depicted beneath the portrait. The banner reads ""Champion of America."" Beneath it is a declaration of his height (6’ ½”) and his fighting weight (192-195 pounds).', 'John Camel Heenan (1833/34-1873) was an American bare-knuckle prizefighter, who was born in West Troy, New York, the son of Irish immigrants. At the age of 17, he headed west to the Gold Rush town of Benecia, California, where he worked as a strong man and enforcer in labor and political disputes. His reputation for informal brawling earned him the nickname the “Benecia Boy” and captured the attention of an English trainer named Jim Cusick, who moved with Heenan back to New York. Because fighting was illegal in the United States at that time, Heenan participated in his first national heavyweight bout in Canada in 1858. He lost the match to reigning champion John Morrissey in what some claimed to be an unfair fight because of crowd interference. After Morrissey retired from the ring, Heenan became national champion by default. He fought his second match—this time against Tom Sayers in 1860—in a field in Farnborough, Hampshire, England. Bare knuckle fighting was also illegal in England, and the confrontation attracted widespread public attention. It quickly turned brutal and chaotic, and ended in a draw after five rounds when the police threatened to intervene.', 'The match has been described as the first world title fight, and it led to the establishment of a boxing code of conduct that included three-minute rounds, mandatory gloves, and ten-second counts after knockdowns. Heenan lost his third and final world title match, also in England, to a fighter named Tom King in 1863. Again, there were charges that the fight had been unfair, this time because of biased calls by the referee. Heenan also later claimed he’d been drugged. He devoted his final years to the gambling business. He died at the age of 38 after contracting tuberculosis in what was then the Wyoming territory. Heavy press coverage turned Heenan into a superstar, celebrated not only in prints, but in advertisements, poems, ballads, and theatrical productions.', 'This lithograph was produced by the lithographic firm of E. B. & E. C Kellogg and published and sold by George Whiting. Edmund Burke Kellogg and Elijah Chapman Kellogg were younger brothers of the founder of the Kellogg lithography firm, Daniel Wright Kellogg. After Daniel Wright Kellogg moved west, his two brothers took over the family lithography firm in 1840 and changed the name to E.B. & E.C. Kellogg. They were responsible for the continued success of the family firm and involved in partnerships with Horace Thayer in 1845/1846, John Chenevard Comstock in 1848 and William Henry Bulkeley in 1867.', 'This print was published by George Whiting, who worked as the agent and distributor of the Kellogg brothers’ prints in New York from 1848 to 1860. In 1860, the Kelloggs closed their New York office and Whiting took over the firm, selling prints until his death two years later.']","['& Access', 'Peters Print']","['John Camel Heenan', 'John Camel Heenan', 'Jim Cusick', 'He', 'Heenan', 'John Morrissey', 'Morrissey', 'Heenan', 'Tom Sayers', 'Tom King', 'He', 'He', 'George Whiting', 'Edmund Burke Ke', 'Elijah Chapman Ke', 'Daniel Wright Ke', 'Daniel Wright Ke', 'Horace Thayer', 'John Chenevard Comstock', 'William Henry Bulkeley', 'George Whiting', 'Whiting']","['American', 'Irish', 'Gold Rush', 'English']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",,"['E. B. & E. C Kellogg', 'Kellogg', '##llogg', 'E. B. & E. C. Kellogg', 'Kelloggs']","['West Troy', 'New York', 'Benecia', 'California', 'Ben', 'New York', 'United States', 'Canada', 'Farnborough', 'Hampshire', 'England', 'England', 'England', 'Wyoming', 'New York', 'New York']",['America on Stone'],,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[86, 411, 301, 770]",77185,0.9444339871406556,archive/cropped_images/image_514_sleeve_1.jpg,514,"John Camel Heenan, (Benicia Boy.) by E.B. and E.C. Kellogg, circa 1859",National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3125'],['60.3125'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 12 1/2 in x 9 in; 31.75 cm x 22.86 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325385'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-1f82-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24711.jpg,,"['Patriotism and Patriotic Symbols', 'Boxing']",['Eagles'],"['This color lithograph is a half-length portrait of John Camel Heenan, dressed formally in a three-piece suit and tie. An eagle with a banner in its mouth is depicted beneath the portrait. The banner reads ""Champion of America."" Beneath it is a declaration of his height (6’ ½”) and his fighting weight (192-195 pounds).', 'John Camel Heenan (1833/34-1873) was an American bare-knuckle prizefighter, who was born in West Troy, New York, the son of Irish immigrants. At the age of 17, he headed west to the Gold Rush town of Benecia, California, where he worked as a strong man and enforcer in labor and political disputes. His reputation for informal brawling earned him the nickname the “Benecia Boy” and captured the attention of an English trainer named Jim Cusick, who moved with Heenan back to New York. Because fighting was illegal in the United States at that time, Heenan participated in his first national heavyweight bout in Canada in 1858. He lost the match to reigning champion John Morrissey in what some claimed to be an unfair fight because of crowd interference. After Morrissey retired from the ring, Heenan became national champion by default. He fought his second match—this time against Tom Sayers in 1860—in a field in Farnborough, Hampshire, England. Bare knuckle fighting was also illegal in England, and the confrontation attracted widespread public attention. It quickly turned brutal and chaotic, and ended in a draw after five rounds when the police threatened to intervene.', 'The match has been described as the first world title fight, and it led to the establishment of a boxing code of conduct that included three-minute rounds, mandatory gloves, and ten-second counts after knockdowns. Heenan lost his third and final world title match, also in England, to a fighter named Tom King in 1863. Again, there were charges that the fight had been unfair, this time because of biased calls by the referee. Heenan also later claimed he’d been drugged. He devoted his final years to the gambling business. He died at the age of 38 after contracting tuberculosis in what was then the Wyoming territory. Heavy press coverage turned Heenan into a superstar, celebrated not only in prints, but in advertisements, poems, ballads, and theatrical productions.', 'This lithograph was produced by the lithographic firm of E. B. & E. C Kellogg and published and sold by George Whiting. Edmund Burke Kellogg and Elijah Chapman Kellogg were younger brothers of the founder of the Kellogg lithography firm, Daniel Wright Kellogg. After Daniel Wright Kellogg moved west, his two brothers took over the family lithography firm in 1840 and changed the name to E.B. & E.C. Kellogg. They were responsible for the continued success of the family firm and involved in partnerships with Horace Thayer in 1845/1846, John Chenevard Comstock in 1848 and William Henry Bulkeley in 1867.', 'This print was published by George Whiting, who worked as the agent and distributor of the Kellogg brothers’ prints in New York from 1848 to 1860. In 1860, the Kelloggs closed their New York office and Whiting took over the firm, selling prints until his death two years later.']","['& Access', 'Peters Print']","['John Camel Heenan', 'John Camel Heenan', 'Jim Cusick', 'He', 'Heenan', 'John Morrissey', 'Morrissey', 'Heenan', 'Tom Sayers', 'Tom King', 'He', 'He', 'George Whiting', 'Edmund Burke Ke', 'Elijah Chapman Ke', 'Daniel Wright Ke', 'Daniel Wright Ke', 'Horace Thayer', 'John Chenevard Comstock', 'William Henry Bulkeley', 'George Whiting', 'Whiting']","['American', 'Irish', 'Gold Rush', 'English']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",,"['E. B. & E. C Kellogg', 'Kellogg', '##llogg', 'E. B. & E. C. Kellogg', 'Kelloggs']","['West Troy', 'New York', 'Benecia', 'California', 'Ben', 'New York', 'United States', 'Canada', 'Farnborough', 'Hampshire', 'England', 'England', 'England', 'Wyoming', 'New York', 'New York']",['America on Stone'],,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[266, 423, 356, 498]",6750,0.9383772015571594,archive/cropped_images/image_515_sleeve_0.jpg,515,The Sisters,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2231'],['60.2231'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 12 in x 9 in; 30.48 cm x 22.86 cm', 'overall: 17 in x 12 1/4 in; 43.18 cm x 31.115 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324576'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2b7a-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24762-000001.jpg,"['Peters, Harry T.. America on Stone']",['Children'],,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This hand colored print is a full length portrait of two young girls, one with short hair, one with long hair, standing outdoors in an affectionate pose. Both are wearing fancy costume which includes fringe sash, bloomers, lace, embroidered apron and brocade dress.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in Hartford, Connecticut in 1830. Before the opening of its first retail store in 1834, the D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company, it continued to flourish for decades under his younger brothers and other family members.']","['& Access', 'Peters Print']","['Daniel Wright Kellogg', 'Daniel Wright Kellogg']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['D. W. Kellogg & Co', 'D. W. Kellogg & Co']","['Hartford', 'Connecticut', 'United States', 'South', 'Southwest']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
shoe,"[460, 820, 543, 882]",5146,0.9822694659233092,archive/cropped_images/image_518_shoe_0.jpg,518,Soldier's Adieu,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2253'],['60.2253'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 3/4 in x 8 1/2 in; 29.845 cm x 21.59 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324593'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-34e2-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24881-000001.jpg,"['Peters, Harry T.. America on Stone', 'Garvan, Anthony N. B. and Peter C. Welsh. Victorian American']","['Chronology: 1840-1849', 'Marriage', 'Architecture, Domestic Buildings', 'Adornment', 'Uniforms, Military', 'Flowers', 'Mexican War']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a full length portrait of a man and woman standing, outdoors, with their arms about each other. In the background, a soldier on horseback awaits, holding the reins of a riderless horse. The man is dressed in a blue military uniform with gold trim and epaulets, belt buckle marked ""US,"" and holding a plumed hat. The woman is in a simple dress, holding a portrait miniature that hangs from a chain around her neck. The miniature is indistict but could be of the solier or possibly the artist. A portion of the house and wrought iron fence are in the background. This is a companion picture to ""Soldier\'s Return.""', 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']","['& Access', 'Peters Print']","['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans', ""Soldier ' s Return""]",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Currier & Ives', 'Currier & Ives']","['US', 'New York']",['America on Stone'],"['Peters', 'Harry T', 'Garvan', 'Anthony N', 'B', 'Peter C. Welsh']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
shoe,"[378, 806, 427, 891]",4165,0.9647188782691956,archive/cropped_images/image_518_shoe_1.jpg,518,Soldier's Adieu,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2253'],['60.2253'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 3/4 in x 8 1/2 in; 29.845 cm x 21.59 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324593'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-34e2-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24881-000001.jpg,"['Peters, Harry T.. America on Stone', 'Garvan, Anthony N. B. and Peter C. Welsh. Victorian American']","['Chronology: 1840-1849', 'Marriage', 'Architecture, Domestic Buildings', 'Adornment', 'Uniforms, Military', 'Flowers', 'Mexican War']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a full length portrait of a man and woman standing, outdoors, with their arms about each other. In the background, a soldier on horseback awaits, holding the reins of a riderless horse. The man is dressed in a blue military uniform with gold trim and epaulets, belt buckle marked ""US,"" and holding a plumed hat. The woman is in a simple dress, holding a portrait miniature that hangs from a chain around her neck. The miniature is indistict but could be of the solier or possibly the artist. A portion of the house and wrought iron fence are in the background. This is a companion picture to ""Soldier\'s Return.""', 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']","['& Access', 'Peters Print']","['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans', ""Soldier ' s Return""]",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Currier & Ives', 'Currier & Ives']","['US', 'New York']",['America on Stone'],"['Peters', 'Harry T', 'Garvan', 'Anthony N', 'B', 'Peter C. Welsh']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
