Name,Bounding Box,Area,Confidence,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,publisher,printer,Related Publication,Subject,depicted,Associated Place,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Created by,Worn by,Description,Place used,Classification,Manufactured by,Subject of,Exhibition,On View,associated,depicted (sitter),decorative motif,associated date,Exhibition Location,used,associated location,manufacturer,Place Made,location of statue in painting,"associated, owner",original artist,location of the fountain on the hat,producer,referenced,located,retailer,location,depicted; decorative motif,distributor,maker number,place used,artist,Other Terms,copyright holder,related event,distributors,distributor?,lithographer,engraved date,engraver,graphic artist,publisher; copywriter,issuer,designer,"copyright holder, publisher",originator,publisher; distributor,originator of central image,copyright holder; publisher,lithographer; publisher,dedicated to,artist; lithographer,owner; user,place owned; place used,lithographers,daguerreotypist,made,made in,commemorated,agent,distributor; publisher,copyright holder; depicted,Credit Line.ORG,See more items in.ORG,Topic.MISC,Worn by.PER,Worn by.MISC,Description.PER,Description.MISC,Place used.LOC,Topic.LOC,Manufactured by.ORG,Subject of.ORG,Subject of.MISC,Exhibition.MISC,On View.ORG,On View.LOC,Credit Line.PER,Record ID.ORG,Artist.PER,Sitter.PER,Object number.ORG,Topic.ORG,Topic.PER,Place.LOC,place made.LOC,Related Publication.LOC,Related Publication.ORG,Description.ORG,Description.LOC,Description (Brief).MISC,Description (Brief).PER,Description (Brief).ORG,Description (Brief).LOC,Credit Line.MISC,Related Publication.PER,distributor.PER,artist.PER,Object Name.PER,depicted.MISC,depicted.PER,engraver.LOC,printer.ORG,Related Publication.MISC,original artist.PER,distributor.ORG,lithographer.ORG,depicted.ORG,Subject.MISC,related event.MISC,See more items in.MISC,publisher.ORG,publisher.PER,copyright holder.PER,publisher; copywriter.PER,depicted (sitter).PER,depicted (sitter).LOC,lithographer.PER,graphic artist.PER,publisher.LOC,printer.LOC,printer.PER,Subject.ORG,distributors.ORG,lithographer; publisher.ORG,original artist.ORG,copyright holder; publisher.PER,related event.ORG,commemorated.ORG
sleeve,"[206, 361, 350, 619]",37152,0.9910495281219482,archive/cropped_images/image_376_sleeve_1.jpg,376,Sarah Ann,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2492'],['60.2492'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324827'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9f61-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24921-000001.jpg,,,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Furnishings', 'Uniforms, Military', 'Marriage', 'Mexican War']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', ""This three-quarter length colored portrait is of a young woman holding a portrait of a man. The black and white scenes in each corner of the print depict the woman’s marriage, her husband's departure for service, a battle scene and the husbands return to his wife. The woman is seated in a simple upholstered chair in front of a window with drapery in the background. The woman wears a pink dress with a brooch."", 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,"['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,"['Currier & Ives', 'Currier & Ives']",['New York'],,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,['Mexican War'],,,,,,,,,,,,,,,,,,,,
sleeve,"[390, 364, 591, 669]",61305,0.9585254192352295,archive/cropped_images/image_376_sleeve_2.jpg,376,Sarah Ann,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2492'],['60.2492'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324827'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9f61-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24921-000001.jpg,,,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Furnishings', 'Uniforms, Military', 'Marriage', 'Mexican War']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', ""This three-quarter length colored portrait is of a young woman holding a portrait of a man. The black and white scenes in each corner of the print depict the woman’s marriage, her husband's departure for service, a battle scene and the husbands return to his wife. The woman is seated in a simple upholstered chair in front of a window with drapery in the background. The woman wears a pink dress with a brooch."", 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,"['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'New York', 'New York City']",['America'],,"['Currier & Ives', 'Currier & Ives']",['New York'],,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,['Mexican War'],,,,,,,,,,,,,,,,,,,,
sleeve,"[442, 409, 672, 765]",81880,0.9588581323623657,archive/cropped_images/image_383_sleeve_0.jpg,383,Tom Sayers,National Museum of American History,"['Color print; half length portrait of a man (Tom Sayers). Beneath the portrait is the depiction of a lion with a banner in it\'s mouth. The banner reads ""Champion of England"".']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3126'],['60.3126'],['228146'],['lithograph'],['Lithograph'],,['image: 12 1/2 in x 9 in; 31.75 cm x 22.86 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325386'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2bdf-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24712.jpg,,,,"['Patriotism and Patriotic Symbols', 'Boxing']","['Whiting, George', 'Sayers, Tom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Connecticut', 'Hartford']",,,,,['Champion of England'],,,,['America on Stone'],,,,,,"['Whiting', 'George', 'Say', 'Tom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,"[120, 398, 318, 787]",77022,0.9573163390159607,archive/cropped_images/image_383_sleeve_1.jpg,383,Tom Sayers,National Museum of American History,"['Color print; half length portrait of a man (Tom Sayers). Beneath the portrait is the depiction of a lion with a banner in it\'s mouth. The banner reads ""Champion of England"".']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3126'],['60.3126'],['228146'],['lithograph'],['Lithograph'],,['image: 12 1/2 in x 9 in; 31.75 cm x 22.86 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325386'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2bdf-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24712.jpg,,,,"['Patriotism and Patriotic Symbols', 'Boxing']","['Whiting, George', 'Sayers, Tom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Connecticut', 'Hartford']",,,,,['Champion of England'],,,,['America on Stone'],,,,,,"['Whiting', 'George', 'Say', 'Tom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
dress,"[149, 477, 575, 969]",209592,0.9416916370391846,archive/cropped_images/image_384_dress_0.jpg,384,Good Night,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2258'],['60.2258'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm', 'overall: 14 in x 10 in; 35.56 cm x 25.4 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324598'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2e08-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24766-000001.jpg,,,"['Peters, Harry T.. America on Stone']","['Courtship, love', 'Lighting', 'Adornment', 'Flowers']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This colored print is a three-quarter length portrait of a girl holding a chamberstick with a lit candle. She is wearing a simple dress with lace collar and cuffs. Drapery and a glass vase containing cut flowers can be seen in the background.', 'This print was produced by the lithographic firm of Kelloggs & Comstock. In 1848, John Chenevard Comstock developed a partnership with E.B. and E.C. Kellogg. In 1850, Edmund Burke Kellogg left the firm, leaving his brother Elijah Chapman Kellogg and J.C. Comstock to run the lithography firm as Kellogg and Comstock. The short-lived partnership disbanded in 1851. It was not until 1855 that Edmund Burke Kellogg rejoined his brother E.C. Kellogg and continued the success of the family’s Lithography firm.']",,,,,,,,,,,,,,,,,,,,,,,,,,"['Ensign, Thayer and Company']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,"['John Cheneva', 'Co', 'Edmund Burke Kellogg', 'Elijah Chapman Kellogg', 'Co', 'Edmund Burke Kellogg', 'E']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Connecticut', 'Hartford']",['America'],,"['Kelloggs & Comstock', '##mstock', '.', '##mstock', 'Kellogg and Comstock']",,,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,"['Ensign', 'Thayer and Company']",,,,,,,,,,,,,,,,,,,,,,,
dress,"[285, 407, 685, 984]",230800,0.9885894060134888,archive/cropped_images/image_390_dress_0.jpg,390,Emeline,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2507'],['60.2507'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)', 'hand-colored (image production method/technique)']",['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324831'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a13c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24808-000001.jpg,,,"['Peters, Harry T.. America on Stone', 'Welsh, Peter C. and Caroline. The Genteel Female']","['Furnishings', 'Flowers']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This three-quarter length hand colored portrait print depicts a young woman with brown hair standing indoors. She is looking over her left shoulder while leafing through a book which rests on an ornately carved table. A blue portrait vase containing flowers sits on top of the table. She is wearing a white dress with a sheer shoulder cape or a Bertha, rings, a gold bracelet and a headband. Heavy green fringed drapery hangs behind her and a corner of an ornate frame is visible in the right background.', 'This print was produced by the lithographic firm E.B. & E.C. Kellogg. Edmund Burke Kellogg and Elijah Chapman Kellogg were younger brothers of the founder of the Kellogg lithography firm, Daniel Wright Kellogg. After Daniel Wright Kellogg moved west, his two brothers took over the family lithography firm in 1840 and changed the name to E.B. & E.C. Kellogg. They were responsible for the continued success of the family firm and involved in the partnerships with Horace Thayer in 1845/1846, John Chenevard Comstock in 1848 and William Henry Bulkeley in 1867.']",,,,,,,,,,,,,,,,,,,,,,,,,,"['Needham, D.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,"['Edmund Burke Ke', 'Elijah Chapman Ke', 'Daniel Wright Ke', 'Daniel Wright Ke', 'Horace Thayer', 'John Chenevard Comstock', 'William Henry Bulkeley']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Connecticut', 'Hartford']",['America'],,"['E. B. & E. C. Kellogg', 'E. B. & E. C. Kellogg']",,,,,,['America on Stone'],"['Peters', 'Harry T', 'Peter C', 'Caroline']",['Needham'],,,,,,,"['Welsh', 'Female']",,,,,,,,,,,,,,,,,,,,,,,,,
hat,"[266, 68, 562, 353]",84360,0.9213629364967346,archive/cropped_images/image_391_hat_0.jpg,391,Sergt Major David,National Museum of American History,['Black & white print; half length portrait of a man (Sargeant Major David) wearing a tall top hat. He has one eye partially closed.'],['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3151'],['60.3151'],['228146'],['lithograph'],['Lithograph'],,['image: 12 in x 9 in; 30.48 cm x 22.86 cm'],"['United States: Pennsylvania, Philadelphia']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325411'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-32db-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24843.jpg,"['Willig, George']",,,['Chronology: 1840-1849'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nunns, J. F.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Pennsylvania', 'Philadelphia']",,,,,,,,,['America on Stone'],,,,,,,,,,,,,,,,,,"['Willig', 'George']",['J'],,,,,,,,,,,,,,,
sleeve,"[105, 464, 262, 858]",61858,0.9482230544090271,archive/cropped_images/image_391_sleeve_1.jpg,391,Sergt Major David,National Museum of American History,['Black & white print; half length portrait of a man (Sargeant Major David) wearing a tall top hat. He has one eye partially closed.'],['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3151'],['60.3151'],['228146'],['lithograph'],['Lithograph'],,['image: 12 in x 9 in; 30.48 cm x 22.86 cm'],"['United States: Pennsylvania, Philadelphia']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325411'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-32db-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24843.jpg,"['Willig, George']",,,['Chronology: 1840-1849'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nunns, J. F.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Pennsylvania', 'Philadelphia']",,,,,,,,,['America on Stone'],,,,,,,,,,,,,,,,,,"['Willig', 'George']",['J'],,,,,,,,,,,,,,,
sleeve,"[318, 256, 350, 305]",1568,0.9417383670806885,archive/cropped_images/image_400_sleeve_0.jpg,400,A Day with the Chickens,National Museum of American History,"['This print is one of fifteen chromolithographs that were included in the 1889-1890 folio ""Sport or Fishing and Shooting"" published by Bradlee Whidden of Boston and edited by A.C. Gould. These prints are based on watercolors that were commissioned for the publication, and illustrated by prominent American artists. Each folio illustration was accompanied by a single leaf of descriptive text followed by an account of the depicted sporting scene. The publication was advertised as having been reviewed for accuracy by a renowned group of anglers and hunters prior to printing.', 'This print was originally titled and numbered on the text page as 12. A Day with the [Prairie] Chickens. R. F. Zogbaum. Depicted are two hunters shooting at prairie chickens. A dog stands at point flushing birds out of the brush. In the background a man sits in a horse-drawn wagon.', 'The artist was Rufus Fairchild Zogbaum (1849-1925) known for his images of horses, cowboys, and battle scenes.']",['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2721'],['60.2721'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 12 in x 18 in; 30.48 cm x 45.72 cm'],"['United States: Massachusetts, Boston']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_325010'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a3-c3d6-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24490.jpg,,,['Sport or Fishing and Shooting'],"['Horses', 'Chronology: after 1890', 'Pets', 'Birds', 'Chickens', 'Hunting']",['Dogs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Zogbaum, Rufas Fairchild']",,,,,,['Forbes Lithograph Manufacturing Company'],,,,['Bradlee Whidden'],,,,,,,,,,,,,,,,,,,,,,"['& Access', 'Peters Print']",,,,,,,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Massachusetts', 'Boston']",,,,,"['Sport or Fishing and Shooting', 'American']","['Brad', 'W', '##dden', 'A', '. C. Gould', 'R', 'Rufus Fairchild Zogbaum']",,['Boston'],['America on Stone'],,,"['Z', '##ogbaum', 'R', '##uf', '##as Fairchild']",,,,,,,,,['Forbes Lithograph Manufacturing Company'],,,,,,,,"['Brad', '##lee Whidden']",,,,,,,,,,,,,,
dress,"[144, 93, 725, 1035]",547302,0.9748918414115906,archive/cropped_images/image_411_dress_0.jpg,411,Martha Washington's dress,National Museum of American History,,['Currently not on view'],['Gift of Mrs. John McFarland Bergland and Mrs. Asher Abbott White'],['1987.0080.01'],['1987.0080.01'],['1987.0080'],['Dress'],,"['silk (overall material)', 'salmon pink; green (overall color)']",['overall: 55 in x 33 in x 48 in; 139.7 cm x 83.82 cm x 121.92 cm'],,"['Political History: Political History, First Ladies Collection', 'Government, Politics, and Reform', 'Clothing & Accessories']",['nmah_1089608'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a9-2c63-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-JN2021-00048-000001.jpg,,,,['First Ladies'],,,,,,,,,,,,,,,,,"['Dress worn by Martha Washington. The gown\'s basic style is typical of the early 1780s. The painted pattern on the silk taffeta is a repeat of four floral bouquets and 58 creatures (butterflies, ants, beetles, snails, bees, grasshoppers, wasps, ladybugs, spiders, and grubs) places within the spaces between the ribbon-trellis pattern. Each crossover is accented with a painted green ""jewel.""', 'The fabric displays characteristics common to 18th- century hand-painted Chinese textiles: fluid brush strokes, white lead base coat of paint, green malachite pigment for the ""jewels,"" and a 30-inch selvage-to-selvage width.', 'The collar and cuffs are reproductions']",,,,,,,,,,,,['First Ladies'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['& Access'],,,,['Martha Washington'],['Chinese'],,,,,,,,,"['John McFarland Bergland', 'Asher Abbott White']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ladies'],,,,,,,,,,,,,,,,,,
neckline,"[301, 258, 477, 326]",11968,0.9180877208709717,archive/cropped_images/image_424_neckline_0.jpg,424,The Fishermans Daughter,National Museum of American History,,['Currently not on view'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2255'],['60.2255'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 11 3/4 in x 8 1/2 in; 29.845 cm x 21.59 cm', 'overall: 15 in x 10 in; 38.1 cm x 25.4 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324595'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2e07-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24883-000001.jpg,,,"['Peters, Harry T.. America on Stone']","['Costume', 'Architecture, Domestic Buildings', 'Fishing']",,,,,,,,,,,,,,,,,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This hand colored print is a full length portrait of a young woman leaning on an oar. She is wearing a blue sash with fringe, blue slippers, a chain and anchor around her waist, a net on her hair and an apron with a striped underskirt. In the background is the shoreline with a boat, trees and a house with gothic windows.', 'Kellogg & Bulkeley was the lithography firm formed from the partnership between Elijah Chapman Kellogg, Edmund Burke Kellogg and William Henry Bulkeley. The firm was formed in 1867, and shortly after both Elijah Chapman Kellogg and his brother Edmund Burke Chapman retired. After their retirement the only Kellogg remaining in the business was Edmund’s son Charles Kellogg. By1871 the partnership between the Kellogg family and Bulkeley had been reorganized as an incorporated stock company. The company came to an end when is merged with Case, Lockwood, & Brainard to become Connecticut Printers in 1947. Connecticut Printers remained open until 1990 when the Kellogg lithography firm finally ended after 160 years.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Peters Print'],,,,"['Elijah Chapman Ke', 'Edmund Burke Ke', 'William Henry Bulkeley', 'Elijah Chapman Ke', 'Edmund Burke Chapman', 'Ke', 'Edmund', 'Charles Ke', '##gg', 'Ke', 'B']","['Victorian', 'Century Americans']",,,,,,,,,['Harry T. Peters'],,,,,,,,"['United States', 'Connecticut', 'Hartford']",['America'],,"['Kellogg & Bulkeley', '##llogg', 'Case, Lockwood, & Brainard', 'Connecticut Printers', 'Connecticut Printers', 'Kellogg']",,,,,,['America on Stone'],"['Peters', 'Harry T']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
