Name,Supercategory,Bounding Box,Area,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,publisher,printer,Related Publication,Subject,depicted,Associated Place,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Created by,Worn by,Description,Place used,Classification,Manufactured by,Subject of,Exhibition,On View,associated,depicted (sitter),decorative motif,associated date,Exhibition Location,used,associated location,manufacturer,Place Made,location of statue in painting
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_27_sleeve_0.jpg,27,"Fire Helmet, ""CHIEF D.I.T.""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0143'],['2005.0233.0143'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'white (overall color)', 'black (part color)', 'yellow (part color)']",['overall: 14 3/4 in x 11 in x 8 3/4 in; 37.465 cm x 27.94 cm x 22.225 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1331051'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-87a6-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05061.jpg,,,,['Fire Fighting'],,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This white leather helmet was made around 1889. The helmet has 24 combs, a metal eagle frontpiece holder, and a rear brim embossed with an image of a hoses, hooks, ladders, lamps, and horns. A metal plate sits in the center of the image with the engraving “David I. Turnbull, appointed May 1, 1889.” The frontpiece reads “CHIEF/D.I.T.” with a painted central image of a fire trumpet with a helmet perched on top and a variety of firefighting tools crossed behind the trumpet. The helmet belonged to David I. Turnbull, who served as Chief Engineer in Paterson in 1877 and was appointed Chief Engineer by the Paterson aldermen, serving from May 1889 until May 1890.']",,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_27_sleeve_1.jpg,27,"Fire Helmet, ""CHIEF D.I.T.""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0143'],['2005.0233.0143'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'white (overall color)', 'black (part color)', 'yellow (part color)']",['overall: 14 3/4 in x 11 in x 8 3/4 in; 37.465 cm x 27.94 cm x 22.225 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1331051'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-87a6-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05061.jpg,,,,['Fire Fighting'],,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This white leather helmet was made around 1889. The helmet has 24 combs, a metal eagle frontpiece holder, and a rear brim embossed with an image of a hoses, hooks, ladders, lamps, and horns. A metal plate sits in the center of the image with the engraving “David I. Turnbull, appointed May 1, 1889.” The frontpiece reads “CHIEF/D.I.T.” with a painted central image of a fire trumpet with a helmet perched on top and a variety of firefighting tools crossed behind the trumpet. The helmet belonged to David I. Turnbull, who served as Chief Engineer in Paterson in 1877 and was appointed Chief Engineer by the Paterson aldermen, serving from May 1889 until May 1890.']",,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_27_dress_2.jpg,27,"Fire Helmet, ""CHIEF D.I.T.""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0143'],['2005.0233.0143'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'white (overall color)', 'black (part color)', 'yellow (part color)']",['overall: 14 3/4 in x 11 in x 8 3/4 in; 37.465 cm x 27.94 cm x 22.225 cm'],,"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1331051'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-87a6-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05061.jpg,,,,['Fire Fighting'],,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This white leather helmet was made around 1889. The helmet has 24 combs, a metal eagle frontpiece holder, and a rear brim embossed with an image of a hoses, hooks, ladders, lamps, and horns. A metal plate sits in the center of the image with the engraving “David I. Turnbull, appointed May 1, 1889.” The frontpiece reads “CHIEF/D.I.T.” with a painted central image of a fire trumpet with a helmet perched on top and a variety of firefighting tools crossed behind the trumpet. The helmet belonged to David I. Turnbull, who served as Chief Engineer in Paterson in 1877 and was appointed Chief Engineer by the Paterson aldermen, serving from May 1889 until May 1890.']",,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_28_sleeve_0.jpg,28,Pennsylvania Hose Company Fire Hat,National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0076'],['2005.0233.0076'],['2005.0233'],"['hat, fire']",,"['painted (overall production method/technique)', 'fabric, pressed felt (overall material)', 'paint (overall material)']",['overall: 5 3/4 in x 12 in x 13 7/8 in; 14.605 cm x 30.48 cm x 35.2425 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Cultures & Communities', 'Clothing & Accessories', 'Fire Hats', 'Work', 'Firefighting Collection', 'Art']",['nmah_1318703'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-047c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2006q05161.jpg,,,"['McCosker, M.J.. The Historical Collection of the Insurance Company of North America']","['Laurel Leaves', 'Fire Fighting', 'Fraternal Associations']",,,,,,,,,,,,,,,,,"['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'This hat dates to the first half of the 19th century. The hat is painted black overall, with the text “PENNSYLVANIA/HOSE” painted in gold on the front of the hat. The crown of the hat bears the owner’s initials “C.H.M.” surrounded by a wreath, both painted in gold. The back of the hat features a painted image of fire hydrant in gold flanked by the initials “FA."" This was the logo of the Fire Association of Philadelphia, an insurance company founded by a group of eleven volunteer engine companies and five volunteer hose companies in 1817. The Pennsylvania Hose Company was founded around July of 1818.']",,,,,,,['United States: Pennsylvania'],,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_28_sleeve_1.jpg,28,Pennsylvania Hose Company Fire Hat,National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0076'],['2005.0233.0076'],['2005.0233'],"['hat, fire']",,"['painted (overall production method/technique)', 'fabric, pressed felt (overall material)', 'paint (overall material)']",['overall: 5 3/4 in x 12 in x 13 7/8 in; 14.605 cm x 30.48 cm x 35.2425 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Cultures & Communities', 'Clothing & Accessories', 'Fire Hats', 'Work', 'Firefighting Collection', 'Art']",['nmah_1318703'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-047c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2006q05161.jpg,,,"['McCosker, M.J.. The Historical Collection of the Insurance Company of North America']","['Laurel Leaves', 'Fire Fighting', 'Fraternal Associations']",,,,,,,,,,,,,,,,,"['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'This hat dates to the first half of the 19th century. The hat is painted black overall, with the text “PENNSYLVANIA/HOSE” painted in gold on the front of the hat. The crown of the hat bears the owner’s initials “C.H.M.” surrounded by a wreath, both painted in gold. The back of the hat features a painted image of fire hydrant in gold flanked by the initials “FA."" This was the logo of the Fire Association of Philadelphia, an insurance company founded by a group of eleven volunteer engine companies and five volunteer hose companies in 1817. The Pennsylvania Hose Company was founded around July of 1818.']",,,,,,,['United States: Pennsylvania'],,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_28_dress_2.jpg,28,Pennsylvania Hose Company Fire Hat,National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0076'],['2005.0233.0076'],['2005.0233'],"['hat, fire']",,"['painted (overall production method/technique)', 'fabric, pressed felt (overall material)', 'paint (overall material)']",['overall: 5 3/4 in x 12 in x 13 7/8 in; 14.605 cm x 30.48 cm x 35.2425 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Cultures & Communities', 'Clothing & Accessories', 'Fire Hats', 'Work', 'Firefighting Collection', 'Art']",['nmah_1318703'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-047c-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2006q05161.jpg,,,"['McCosker, M.J.. The Historical Collection of the Insurance Company of North America']","['Laurel Leaves', 'Fire Fighting', 'Fraternal Associations']",,,,,,,,,,,,,,,,,"['Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.', 'This hat dates to the first half of the 19th century. The hat is painted black overall, with the text “PENNSYLVANIA/HOSE” painted in gold on the front of the hat. The crown of the hat bears the owner’s initials “C.H.M.” surrounded by a wreath, both painted in gold. The back of the hat features a painted image of fire hydrant in gold flanked by the initials “FA."" This was the logo of the Fire Association of Philadelphia, an insurance company founded by a group of eleven volunteer engine companies and five volunteer hose companies in 1817. The Pennsylvania Hose Company was founded around July of 1818.']",,,,,,,['United States: Pennsylvania'],,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_29_sleeve_0.jpg,29,"Fire Helmet, ""NIAGARA 5 / WE WILL TRY / NASHUA / O.M.F. 19""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0177'],['2005.0233.0177'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'green (overall color)']",['overall: 14 5/8 in x 11 1/2 in x 9 1/4 in; 37.1475 cm x 29.21 cm x 23.495 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1333207'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-5764-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05215.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the mid-19th century and used in Nashua, New Hampshire by the Niagara Fire Company No. 5. The helmet has a yellow-painted frontpiece that features Niagara’s company motto “We Will Try” over “Niagara 5” in gold. The helmet is painted black with gold scroll designs around the crown, and the text “NASHUA” painted in gold on the rear brim. The helmet’s eagle frontpiece holder is leather and runs from the front to back of the helmet’s crown.']",,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_29_sleeve_1.jpg,29,"Fire Helmet, ""NIAGARA 5 / WE WILL TRY / NASHUA / O.M.F. 19""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0177'],['2005.0233.0177'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'green (overall color)']",['overall: 14 5/8 in x 11 1/2 in x 9 1/4 in; 37.1475 cm x 29.21 cm x 23.495 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1333207'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-5764-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05215.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the mid-19th century and used in Nashua, New Hampshire by the Niagara Fire Company No. 5. The helmet has a yellow-painted frontpiece that features Niagara’s company motto “We Will Try” over “Niagara 5” in gold. The helmet is painted black with gold scroll designs around the crown, and the text “NASHUA” painted in gold on the rear brim. The helmet’s eagle frontpiece holder is leather and runs from the front to back of the helmet’s crown.']",,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_29_dress_2.jpg,29,"Fire Helmet, ""NIAGARA 5 / WE WILL TRY / NASHUA / O.M.F. 19""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0177'],['2005.0233.0177'],['2005.0233'],"['helmet, fire']",,"['leather (overall material)', 'green (overall color)']",['overall: 14 5/8 in x 11 1/2 in x 9 1/4 in; 37.1475 cm x 29.21 cm x 23.495 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1333207'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-5764-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05215.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made in the mid-19th century and used in Nashua, New Hampshire by the Niagara Fire Company No. 5. The helmet has a yellow-painted frontpiece that features Niagara’s company motto “We Will Try” over “Niagara 5” in gold. The helmet is painted black with gold scroll designs around the crown, and the text “NASHUA” painted in gold on the rear brim. The helmet’s eagle frontpiece holder is leather and runs from the front to back of the helmet’s crown.']",,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_30_sleeve_0.jpg,30,"Fire Helmet, ""Reading Hose 1""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0185'],['2005.0233.0185'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 14 1/2 in x 10 1/4 in; 36.83 cm x 26.035 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1333593'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-6290-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05253.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by Henry T. Gratacap of New York, New York in the mid- 19th century. The helmet is painted black overall with the four combs painted gold, thin gold triangles in the crown’s sections, and a red painted underbrim. A rosette pattern is embossed around the helmet’s brim, with the date “1819” painted in gold on the rear brim. Gratacap’s maker’s mark is stamped between the 8 and 1 if the date. A leather eagle serves as a frontpiece holder emerging from the crown of the helmet. The black leather frontpiece reads “READING HOSE/1/INStd/JULY 4th/1819.” The Reading Hose Company No. 1 of Reading, Pennsylvania was founded on July 4th, 1819 for the purpose of purchasing hose since the town had only bucket companies at the time.']",,,,,,,,,,,,"['United States: Pennsylvania, Reading']",,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_30_sleeve_1.jpg,30,"Fire Helmet, ""Reading Hose 1""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0185'],['2005.0233.0185'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 14 1/2 in x 10 1/4 in; 36.83 cm x 26.035 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1333593'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-6290-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05253.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by Henry T. Gratacap of New York, New York in the mid- 19th century. The helmet is painted black overall with the four combs painted gold, thin gold triangles in the crown’s sections, and a red painted underbrim. A rosette pattern is embossed around the helmet’s brim, with the date “1819” painted in gold on the rear brim. Gratacap’s maker’s mark is stamped between the 8 and 1 if the date. A leather eagle serves as a frontpiece holder emerging from the crown of the helmet. The black leather frontpiece reads “READING HOSE/1/INStd/JULY 4th/1819.” The Reading Hose Company No. 1 of Reading, Pennsylvania was founded on July 4th, 1819 for the purpose of purchasing hose since the town had only bucket companies at the time.']",,,,,,,,,,,,"['United States: Pennsylvania, Reading']",,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_30_dress_2.jpg,30,"Fire Helmet, ""Reading Hose 1""",National Museum of American History,,['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.0185'],['2005.0233.0185'],['2005.0233'],"['helmet, fire']",,['leather (overall material)'],['overall: 14 1/2 in x 10 1/4 in; 36.83 cm x 26.035 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Work', 'Firefighting Collection', 'Fire Helmets']",['nmah_1333593'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ac-6290-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2008q05253.jpg,,,,,,,,,,,,,,,,,,,,,"['The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.', 'This leather fire helmet was made by Henry T. Gratacap of New York, New York in the mid- 19th century. The helmet is painted black overall with the four combs painted gold, thin gold triangles in the crown’s sections, and a red painted underbrim. A rosette pattern is embossed around the helmet’s brim, with the date “1819” painted in gold on the rear brim. Gratacap’s maker’s mark is stamped between the 8 and 1 if the date. A leather eagle serves as a frontpiece holder emerging from the crown of the helmet. The black leather frontpiece reads “READING HOSE/1/INStd/JULY 4th/1819.” The Reading Hose Company No. 1 of Reading, Pennsylvania was founded on July 4th, 1819 for the purpose of purchasing hose since the town had only bucket companies at the time.']",,,,,,,,,,,,"['United States: Pennsylvania, Reading']",,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_31_sleeve_0.jpg,31,"Helmet Frontpiece, ""Lafayette Steamer""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This black leather frontpiece was made in the 19th century. The frontpiece has three red banners with raised white lettering that reads “LAFAYETTE/STEAMER/JTV” and a large white number “14” in the center of the frontpiece. The letters “JTV” likely referred to the owner’s initials.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1448'],['2005.0233.1448'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in x 3 1/4 in; 20.32 cm x 8.255 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394815'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2df5-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00627.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_31_sleeve_1.jpg,31,"Helmet Frontpiece, ""Lafayette Steamer""",National Museum of American History,"[""The frontpiece (also known as shield or badge) of firefighting helmets has been a distinctive part of the American firefighter’s helmet since it was developed by Henry Gratacap in the early 19th century. These frontpieces displayed a variety of information. The fire company's name and number appeared, often alongside the city or town where it was based. The frontpiece could also include the owner's initials and rank. Most fire helmets had leather frontpieces, but frontpieces could also be made of metal, especially on presentation helmets or those worn in parades."", 'This black leather frontpiece was made in the 19th century. The frontpiece has three red banners with raised white lettering that reads “LAFAYETTE/STEAMER/JTV” and a large white number “14” in the center of the frontpiece. The letters “JTV” likely referred to the owner’s initials.']",['Currently not on view'],['Gift of CIGNA Museum and Art Collection'],['2005.0233.1448'],['2005.0233.1448'],['2005.0233'],"['frontpiece, helmet']",,['leather (overall material)'],['overall: 8 in x 3 1/4 in; 20.32 cm x 8.255 cm'],['United States'],"['Home and Community Life: Fire Fighting and Law Enforcement', 'Clothing & Accessories', 'Firefighting Collection', 'Work', 'Helmet Frontpieces']",['nmah_1394815'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746ad-2df5-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-AHB2012q00627.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
