Title,Museum,Names,Collection Photographer,Collection Creator,Topic,See more items in,Extent,Date,Container,Archival Repository,Identifier,Type,Collection Citation,Collection Rights,Genre/Form,Scope and Contents,Collection Restrictions,Record ID,Metadata Usage,GUID,Image_URL,Local Numbers,General,Creator,Place,Provenance,Culture,Numbering Peculiarities Note,Local Note,See Also,Bibliography,Names.PER,Names.LOC,Collection Photographer.ORG,Collection Photographer.LOC,Collection Photographer.PER,Collection Creator.PER,Collection Creator.ORG,Collection Creator.LOC,Topic.LOC,Topic.MISC,See more items in.ORG,Container.PER,Archival Repository.ORG,Identifier.ORG,Collection Citation.PER,Collection Citation.LOC,Collection Rights.ORG,Scope and Contents.PER,See more items in.MISC,See more items in.LOC,Identifier.LOC,Collection Citation.MISC,Collection Citation.ORG,Scope and Contents.ORG,Scope and Contents.LOC,Collection Restrictions.ORG,Local Numbers.ORG,Creator.ORG,Place.LOC,Provenance.ORG,Provenance.LOC,Local Numbers.LOC,Creator.PER,Culture.MISC,Topic.PER,See more items in.PER,Scope and Contents.MISC,Local Numbers.MISC,Provenance.PER,Culture.PER,Creator.LOC,General.ORG,See Also.LOC,Bibliography.PER,Bibliography.LOC,Bibliography.ORG,Topic.ORG
Lillian Evanti wears costume from Lucia di Lammermour,Anacostia Community Museum,"['Evanti, Lillian, Mme. (Lillian Evans Tibbs), 1890-1967']","['Apeda Studio (New York, N.Y.)', 'Camuzzi, M.', 'Harris & Ewing']","['Sommariva, Emilio, Photographer, 1883-1956', 'Harris, Fred (photographer)', 'Scurlock Studio (Washington, D.C.)']","['Costume', 'Operas', 'Portraits -- Italy', 'Portraits -- African American women']","['Evans-Tibbs Collection', 'Evans-Tibbs Collection / Series 5: Photographs / Publicity and Special Events']",['1 Photographic print ( 6 1/4 x 9 inches.)'],['circa 1924-1935'],"['Box 1, Folder 7']",['Anacostia Community Museum Archives'],"['ACMA.06-016, Item PH2003.7063.007']","['Archival materials', 'Photographs', 'Photographic prints', 'Publicity photographs']","['Evans-Tibbs collection, Anacostia Community Museum,Smithsonian Institution, gift Thurlow E. Tibbs, Jr. Estate']","['Collection items available for reproduction, but the Archives makes no guarantees concerning copyright restrictions. Other intellectual property rights may apply. Archives cost-recovery and use fees may apply when requesting reproductions.']","['Publicity photographs', 'Photographic prints']",['Lillian Evanti poses for publicity photo in costume from Lucia di Lammermour.'],['Use of the materials requires an appointment. Please contact the archivist at acmarchives@si.edu.'],['ebl-1572528636032-1572528636124-0'],['CC0'],['https://n2t.net/ark:/65665/qa724c0d45d-85a0-47e0-b9e7-260ad0d7124b'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3AACM-acma_PH2003_7063_007_01edit.jpg,,,,,,,,,,,"['Lillian', 'Lillian Evans T', '##bs']",['M'],"['Apeda Studio', 'Harris & Ewing']","['New York', 'N. Y']","['Camuzzi', 'M']","['Emilio', 'Harris', 'Fred']",['Scurlock Studio'],"['Washington, D. C.']",['Italy'],['African American'],"['##ibbs', 'Evans - Tibbs']",['F'],['Anacostia Community Museum Archives'],"['ACMA', 'It']",['Evans'],"['Anacostia Community Museum', 'Smithsonian Institution']","['Archives', 'Archives']","['Lillian Evanti', 'Lucia di Lammermour']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola Costume de Benguella,National Museum of African Art,,,,"['Portraits -- Africa', 'Costume -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 3: Angola (AO)']","['1 Postcard (collotype., b&w, 14 x 9 cm.)']",,['Volume 2 AO'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA AO 2009-010-0004']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed text on recto reads: ""Benguella; Costume de Benguella / 71- Collecçaõ Tavares & Co., Benguella.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087408-0'],['CC0'],['https://n2t.net/ark:/65665/xo73e1b9fe0-de17-4c3b-bdde-7ceff547e5a7'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-AO-20-85.jpg,['EEPA AO-20-85'],['Title source: Postcard caption.'],['Tavares & Co.'],"['Africa', 'Angola']","['Alvin Pettit Productions (Kevin Jackson), 34 Astor Place, Jersey City, NJ 07304-2943; Purchase: PO-570-0000178360; 20090630 EEPA 2009-010']",,,,,,,,,,,,,,"['Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,"['African', '3']",['Angola'],"['EEPA', 'It', '##em EEPA AO']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']","['Costume de Benguella', 'Collecçaõ Tavares & Co']",['Benguella'],['Contact Archives'],['EEPA'],['Tavares & Co'],"['Africa', 'Angola']","['Alvin Pettit Productions', 'Jackson']","['Astor Place', 'Jersey City', 'NJ']",,,,,,,,,,,,,,,,
O chefe Cahuima e filhos (Hollo),National Museum of African Art,,,,"['Leaders', 'Households -- Africa', 'Portrait photography -- Africa', 'Costume -- Africa', 'Hairstyles -- Africa', 'Children -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 3: Angola (AO)']","['1 Postcard (collotype., b&w, 9 x 14 cm.)']",['circa 1910'],['Volume 2 AO'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA AO 2013-001-0066']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on recto reads: ""O chefe Cahuima e filhos (Hollo).""', 'Printed text on verso reads: ""Provincia de Angola; No. 16; O Cuango; Album de Aspectos; Vida e Costumes; Interior da Africa Occidental Portugueza; Utunguila ao Luremo.""', 'Photographic paper manufacturer\'s logo on verso reads: ""Photographias de Velloso de Castro.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087461-5'],['CC0'],['https://n2t.net/ark:/65665/xo7636dbae9-4dc3-4598-a399-c5613f05cd70'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-AO-15-05.jpg,['EEPA AO-15-05'],['Title source: Postcard caption.'],"['Castro, José Velloso de, b. 1869']","['Africa', 'Angola']","['Alvin Pettit Productions (Kevin Jackson), 34 Astor Place, Jersey City, NJ 07304-2943; Purchase: PO-570-0000264303; 2012/09/18 EEPA 2013-001']",['Holo (African people)'],,,,,,,,,,,,,"['Africa', 'Africa', 'Africa', 'Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,"['African', '3']",['Angola'],"['EEPA', 'It', '##em EEPA AO']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']","['Album de Aspectos', 'Vida e Costumes', 'Interior']",['Utunguila ao Luremo'],['Contact Archives'],,,"['Africa', 'Angola']","['Alvin Pettit Productions', 'Jackson']","['Astor Place', 'Jersey City', 'NJ']",['##A'],"['Castro', 'José Velloso de']",['African'],,,,,,,,,,,,,
Angolan Children,National Museum of African Art,,,,"['Costume -- Africa', 'Portraits -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 3: Angola (AO)']","['1 Postcard (photograph., b&w, 14 x 9 cm)']",['[19--]'],['Volume 2 AO'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA AO 1985-142013']","['Archival materials', 'Postcards', 'Postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Postcards'],"['Image of three young people, seen from the back.', 'Printed text on verso reads: ""Edicao da Foto Sport - Luanda."" Photographic paper manufacturer\'s logo on verso, reads: ""Gevaert.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087370-3'],['CC0'],['https://n2t.net/ark:/65665/xo77a133275-0e9c-4ecf-a1ca-16e48c301754'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-AO-20-13.jpg,['EEPA AO-20-13'],['Image indexed by catalogue number or series; arranged by country and subject'],['Foto Sport'],"['Africa', 'Angola']",,,,,,,,,,,,,,,"['Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,"['African', '3']",['Angola'],"['EEPA', 'It', '##em EEPA AO']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']",,['Luanda'],['Contact Archives'],,['F'],"['Africa', 'Angola']",,,,,,,,,,,,,,,,,,
Algeria Chambba et son Méhari,National Museum of African Art,,,,"['Portrait photography -- Africa', 'Costume -- Africa', 'Animals -- Africa', 'Camels', 'Transportation -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 2: Algeria (AE)']","['1 Postcard (collotype., b&w, 9 x 14 cm.)']",['ca. 1910'],['Volume 1'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA AE 2013-001-0320']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on recto reads: ""488 A. Chambba et son Méhari.""', 'Translated caption reads: ""A Chaamba and his camel.""', 'Additional printed text on recto: ""ND Phot.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087366-0'],['CC0'],['https://n2t.net/ark:/65665/xo733412bcf-e75d-40f5-a04f-6dde15b002f7'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-AE-24-10.jpg,['EEPA AE-24-10'],['Title source: Abbreviated postcard caption.'],['Neurdein frères'],"['Africa', 'Algeria']",,['Chaamba (Berber people)'],,,,,,,,,,,,,"['Africa', 'Africa', 'Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],"['A', 'Cha']",['African'],['Algeria'],"['EEPA', 'It', '##em EEPA AE']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']",['N'],,['Contact Archives'],,,"['Africa', 'Algeria']",,,,,['Berber'],['Came'],,,,,,,,,,,,
Benguella Cosinheiro cabinda,National Museum of African Art,,,,"['Portrait photography -- Africa', 'Costume -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 3: Angola (AO)']","['1 Postcard (collotype., monochrome, 14 x 9 cm.)']",['circa 1920'],['Volume 2 AO'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA AO 2013-001-0345']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on recto reads: ""Benguella; Cosinheiro cabinda.""', 'Additional printed text on recto reads: ""45 - Collecçaõ Tavares & Co., Benguella.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087463-2'],['CC0'],['https://n2t.net/ark:/65665/xo790714ec4-9389-456a-b2d8-12697adfba3b'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-AO-20-92-000002.jpg,['EEPA AO-20-92'],['Title source: Postcard caption.'],['Tavares & Co.'],"['Africa', 'Angola']","['Alvin Pettit Productions (Kevin Jackson), 34 Astor Place, Jersey City, NJ 07304-2943; Purchase: PO-570-0000264303; 2012/09/18 EEPA 2013-001']",['Benguella (African people)'],,,,,,,,,,,,,"['Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],['Co'],"['African', '3']",['Angola'],"['EEPA', 'It', '##em EEPA AO']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']",['Collecçaõ Tavares & Co'],['Benguella'],['Contact Archives'],['EEP'],['Tavares & Co'],"['Africa', 'Angola']","['Alvin Pettit Productions', 'Jackson']","['Astor Place', 'Jersey City', 'NJ']",,,['African'],,,,,,,,,,,,,
L'Afriques en Coleurs Petites danseuses africaines,National Museum of African Art,,,,"['Masquerades', 'Dance', 'Children', 'Costume']","['African Postcard Collection', ""African Postcard Collection / Series 13: Cote d'Ivoire (IV)""]","['1 Postcard (halftone., col., 15 x 10.5 cm.)']",['[ca. 1960]'],['Volume 1'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA GV 1985-145035.01']","['Archival materials', 'Postcards', 'Postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Postcards'],"['Printed caption on verso reads: ""L\'Afriques en Coleurs; Petites danseuses africaines. Africa in Pictures; Little african ballerinas.""', 'Additional printed text on verso reads: ""5012 / Editions HOA-QUI / Mexichrome.""', 'Items EEPA IV-17-21 and EEPA IV-17-22 are duplicate postcards excepting slight verso text variation.']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087864-5'],['CC0'],['https://n2t.net/ark:/65665/xo7e2369b64-18c9-4343-a16a-90f4be9001e8'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-IV-17-21.jpg,['EEPA IV-17-21'],['Title source: Postcard caption.'],"['Hoa-Qui (Firm)', 'Mexichrome']","['Africa', ""Côte d'Ivoire""]",['Simon Ottenberg; Donation; FY 1996; EEPA 1996-002.'],['Dan (African people)'],['Verso labeled with additional accession number: A1996-002-0013.'],,,,,,,,,,,,,,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,"['African', 'African Postcard Collection']",,"['EEPA', 'It', '##em EEPA G']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']",,['Africa'],['Contact Archives'],,,"['Africa', ""Côte d ' Ivoire""]",,['E'],,,['African'],,['Co'],"['EEPA IV', 'EEPA IV']",['##A IV'],['Simon Ottenberg'],['Dan'],,,,,,,
Féticheurs de la secle Adifo,National Museum of African Art,,,,"['Medicine -- Africa', 'Portrait photography -- Africa', 'Costume -- Africa', 'Shamans']","['African Postcard Collection', 'African Postcard Collection / Series 4: Benin (Dahomey) (DM)']","['1 Postcard (b&w, 14 x 9 cm.)']",['ca. 1910'],['Volume 1'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA DM 2013-001-0228']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on recto reads: ""Féticheurs de la secle Adifo.""', 'Printed text on verso reads: ""E. Dupré, 2, Rue Colbert à Tours.""', 'Postmarked postage stamp on recto. Manuscript message and address on verso.']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087480-1'],['CC0'],['https://n2t.net/ark:/65665/xo75f4eb112-aac7-4783-8720-fdcb9db5f7b3'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-DM-18-01-000002.jpg,['EEPA DM-18-01'],['Title source: Postcard caption.'],"['Dupré, E. (Tours)']","['Africa', 'Benin']","['Alvin Pettit Productions (Kevin Jackson), 34 Astor Place, Jersey City, NJ 07304-2943; Purchase: PO-570-0000264303; 2012/09/18 EEPA 2013-001']",,,,,,,,,,,,,,"['Africa', 'Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],['E'],['African'],"['Benin', 'Dahomey']","['EEPA', 'It', '##em EEPA DM']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']",,,['Contact Archives'],,,"['Africa', 'Benin']","['Alvin Pettit Productions', 'Jackson']","['Astor Place', 'Jersey City', 'NJ']",['##A'],"['Dupré', 'E']",,,,['Man'],['D'],,,['Tours'],,,,,,
751 - L'Afrique en couleurs Danses du groupe Médy,National Museum of African Art,,,,"['Dance', 'Costume']","['African Postcard Collection', ""African Postcard Collection / Series 13: Cote d'Ivoire (IV)""]","['1 Postcard (photograph., handcolored., 14 x 9 cm.)']",['[ca. 1950]'],['Volume 1'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA IV 1985-145061']","['Archival materials', 'Postcards', 'Postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Postcards'],"['Printed text on verso reads: ""751 -- L\'Afrique en Couleurs - Danses du groupe Médy.""', 'Translated postcard caption reads: ""751 - Africa in Colors - Medi Dancing Group.""', 'Additional printed text on verso reads: ""Editions HOA-QUI - Paris / Photo Veritable.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087874-0'],['CC0'],['https://n2t.net/ark:/65665/xo7a3274766-476c-4289-befc-d06fe46e9f11'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-IV-08-10.jpg,['EEPA IV-08-10'],"['Title source: Postcard caption.', 'Citation source: Archives staff.']",['Hoa-Qui (Firm)'],"['Africa', ""Côte d'Ivoire""]",,['Dan (African people)'],,,,,,,,,,,,,,,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,"['African', 'African Postcard Collection']",,"['EEPA', 'It', 'EEPA']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']","[""L ' Afrique en Couleurs"", 'Medi Dancing Group', 'Photo Veritable']","['Africa', 'Paris']",['Contact Archives'],,,"['Africa', ""Côte d ' Ivoire""]",,,['EEPA'],,['African'],,['Co'],,,,['Dan'],,['Archives'],,,,,
Fillette nomade,National Museum of African Art,,,,"['Portrait photography -- Africa', 'Costume -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 30: Morocco (MR)']","['1 Postcard (monochrome, 14 x 9 cm.)']",['circa 1920'],['Volume 2 MR'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA MR 2012-001-0605']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on recto reads: ""Fillette nomade.""', 'Translated caption reads: ""Arab girl.""', 'Series number on recto: ""235.""', 'Printed text on verso reads: ""Editeurs: L. & L."" Logo on verso: ""L&L.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871088279-2'],['CC0'],['https://n2t.net/ark:/65665/xo73c716fa9-7bdc-4c6c-bd1b-7b5789c4a2b4'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-MR-20-42.jpg,['EEPA MR-20-42'],['Title source: Postcard caption.'],['Lehnert & Landrock'],"['Africa', 'Morocco']",['I.U.: Indiana University collection; Donation.'],,,,,,,,,,,,,,"['Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,['African'],['Morocco'],"['EEPA', 'It', 'EEPA']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']","['L. & L', 'L & L']",,['Contact Archives'],['EEPA'],['Lehnert & Landrock'],"['Africa', 'Morocco']",['Indiana University'],,,,,,,['Arab'],,,,,,,,,,
Djibouti Couple Soudanais,National Museum of African Art,,,,"['Portrait photography -- Africa', 'Costume', 'Households -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 14: Djibouti (FT)']","['1 Postcard (collotype., b&w, 14 x 9 cm.)']",['ca. 1910'],['Volume 1'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA FT 2012-001-0019']","['Archival materials', 'Postcards', 'Postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Postcards'],"['Printed caption on recto reads: ""Djibouti. - Couple Soudanais.""', 'Translated caption reads: ""Djibouti. - Sudanese couple""', 'Image number printed on recto reads: ""1722.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871088542-3'],['CC0'],['https://n2t.net/ark:/65665/xo71f363a58-11f5-4871-8893-bbf033dda726'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-FT-20-05.jpg,['EEPA FT-20-05'],['Title source: Postcard caption.'],,"['Africa', 'Djibouti']",['I.U.: Indiana University collection; Donation.'],,,,,,,,,,,,,,"['Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],"['Co', '##le Soudanai']","['African', '##card Collection', '14']",['Djibouti'],"['EEPA', 'It', '##em EEPA FT']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']",,"['Djibouti', 'Djibouti']",['Contact Archives'],,,"['Africa', 'Djibo']",['Indiana University'],,['##A'],,,,,['Sudanese'],,,,,,,,,,
Native Hairdressers British East Africa,National Museum of African Art,,,,"['Body arts', 'Domestic scenes', 'Women -- Africa', 'Costume -- Africa', 'Hairstyles -- Africa', 'Portrait photography -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 23: Kenya (KE)']","['1 Postcard (b&w, 9 x 14 cm.)']",['circa 1920'],['Volume 1'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA KE 2013-001-0283']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on recto reads: ""Native Hairdressers, (British East Africa.).""', 'Printed text on verso reads: ""East African Standard Ltd.\' Nairobi & Mombasa.""']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871088131-7'],['CC0'],['https://n2t.net/ark:/65665/xo732b09a42-6bb4-4af1-82ee-b8108d7612d8'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-KE-05-01.jpg,['EEPA KE-05-01'],['Title source: Postcard caption.'],"['East African Standard, Ltd. (Nairobi & Mombasa)']","['Africa', 'Kenya']","['Alvin Pettit Productions (Kevin Jackson), 34 Astor Place, Jersey City, NJ 07304-2943; Purchase: PO-570-0000264303; 2012/09/18 EEPA 2013-001']",,,,,,,,,,,,,,"['Africa', 'Africa', 'Africa', 'Africa']",,,,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],,"['African', '##card Collection']",['Kenya'],"['EEPA', 'It', '##em EEPA KE']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']","['East African Standard Ltd', 'Nairobi & Mombas']",['British East Africa'],['Contact Archives'],,"['East African Standard, Ltd', 'Nairobi & Mombas']","['Africa', 'Kenya']","['Alvin Pettit Productions', 'Jackson']","['Astor Place', 'Jersey City', 'NJ']",['EEPA K'],,,,,,,,,,,,,,,
Groupe de médaillés,National Museum of African Art,,,,"['Rites and ceremonies -- Africa', 'Leaders', 'Portrait photography -- Africa', 'Costume -- Africa']","['African Postcard Collection', 'African Postcard Collection / Series 11: Congo Belge (CG)']","['1 Postcard (collotype., b&w, 14 x 9 cm.)']",['circa 1927'],['Volume 3 CG'],"['Eliot Elisofon Photographic Archives, National Museum of African Art']","['EEPA.1985-014, Item EEPA CG 2013-001-0064']","['Archival materials', 'Postcards', 'Postcards', 'Picture postcards']","['African Postcard collection, EEPA 1985-014, Eliot Elisofon Photographic Archives, National Museum of African Art, Smithsonian Institution.']",['Permission to reproduce images from the Eliot Elisofon Photographic Archives must be obtained in advance.  The collection is subject to all copyright laws.'],['Picture postcards'],"['Printed caption on verso reads: ""Rédemptoristes - Thysville - Congo; Groupe de médaillés; Remptoristen -Thysstad-Kongo; Hoofdmannent.""', 'Additional printed text on verso reads: ""Photo De Lil-Schokert, Grammont.""', 'Manuscript message, address, and postmarked postage stamp on verso.']",['Use of original records requires an appointment.  Contact Archives staff for more details.'],['ebl-1536871081657-1536871087759-5'],['CC0'],['https://n2t.net/ark:/65665/xo7dacbfbe4-713f-43e4-9c01-54a10f925b75'],https://ids.si.edu/ids/deliveryService?max_w=800&id=damsmdm%3ANMAfA-CG-23-06-000002.jpg,['EEPA CG-23-06'],['Title source: Postcard caption.'],['Lil-Schokert (Grammont)'],"['Africa', 'Congo (Democratic Republic)']","['Alvin Pettit Productions (Kevin Jackson), 34 Astor Place, Jersey City, NJ 07304-2943; Purchase: PO-570-0000264303; 2012/09/18 EEPA 2013-001']",,,,,,,,,,,,,,"['Africa', 'Africa', 'Africa']",,"['African Postcard', 'Congo Belge', 'CG']",,"['Eliot Elisofon Photographic Archives', 'National Museum of African Art']",,['Eliot Elisofo'],['E'],['Eliot Elisofon Photographic Archives'],['Lil'],"['African', 'Collection']",,"['EEPA', 'It', '##em EEPA CG']",['African Postcard'],"['##graphic Archives', 'National Museum of African Art']","['Groupe de médai', '##és']","['T', 'Congo', 'Kongo']",['Contact Archives'],,['Grammont'],"['Africa', 'Congo', 'Democratic Republic']","['Alvin Pettit Productions', 'Jackson']","['Astor Place', 'Jersey City', 'NJ']",['##A C'],['Lil - Schokert'],,,,,,,,,,,,,,
